Time,t,t(hr),P,Ch8Alicat_MC_100SCCM_D_Temperature_C,Ch8Alicat_MC_100SCCM_D_Volumetric_Flow_CCM,Ch8Alicat_MC_100SCCM_D_Mass_Flow_SCCM,Ch8Alicat_MC_100SCCM_D_Mass_Flow_Setpoint_SCCM
2025-03-12T01:11:35.606,3/12/2025 1:11,0.275,14.75,24.66,99.47,99.98,100
2025-03-12T01:11:45.608,3/12/2025 1:11,0.277777778,14.75,24.67,99.5,100,100
2025-03-12T01:11:55.627,3/12/2025 1:11,0.280555555,14.75,24.68,99.5,100,100
2025-03-12T01:12:05.613,3/12/2025 1:12,0.283333333,14.75,24.69,99.47,99.99,100
2025-03-12T01:12:15.637,3/12/2025 1:12,0.286111111,14.75,24.7,99.52,100,100
2025-03-12T01:12:25.618,3/12/2025 1:12,0.288888889,14.75,24.72,99.53,100.02,100
2025-03-12T01:12:35.619,3/12/2025 1:12,0.291666667,14.75,24.73,99.55,100.02,100
2025-03-12T01:12:45.621,3/12/2025 1:12,0.294444444,14.75,24.74,99.48,99.97,100
2025-03-12T01:12:55.655,3/12/2025 1:12,0.297222222,14.75,24.75,99.5,100,100
2025-03-12T01:13:05.609,3/12/2025 1:13,0.3,14.75,24.76,99.52,99.98,100
2025-03-12T01:13:15.611,3/12/2025 1:13,0.302777778,14.75,24.77,99.53,99.99,100
2025-03-12T01:13:25.597,3/12/2025 1:13,0.305555556,14.75,24.78,99.51,100,100
2025-03-12T01:13:35.600,3/12/2025 1:13,0.308333333,14.75,24.79,99.51,99.99,100
2025-03-12T01:13:45.618,3/12/2025 1:13,0.311111111,14.75,24.8,99.53,100,100
2025-03-12T01:13:55.588,3/12/2025 1:13,0.313888889,14.75,24.82,99.56,100.01,100
2025-03-12T01:14:05.590,3/12/2025 1:14,0.316666667,14.75,24.83,99.56,100.01,100
2025-03-12T01:14:15.592,3/12/2025 1:14,0.319444444,14.75,24.84,99.52,99.99,100
2025-03-12T01:14:25.626,3/12/2025 1:14,0.322222222,14.75,24.85,99.54,100.01,100
2025-03-12T01:14:35.613,3/12/2025 1:14,0.325,14.75,24.86,99.54,100,100
2025-03-12T01:14:45.614,3/12/2025 1:14,0.327777778,14.75,24.87,99.53,99.99,100
2025-03-12T01:14:55.617,3/12/2025 1:14,0.330555556,14.75,24.87,99.53,99.99,100
2025-03-12T01:15:05.619,3/12/2025 1:15,0.333333333,14.75,24.89,99.49,99.95,100
2025-03-12T01:15:15.669,3/12/2025 1:15,0.336111111,14.75,24.9,99.56,100.01,100
2025-03-12T01:15:25.623,3/12/2025 1:15,0.338888889,14.75,24.91,99.53,99.98,100
2025-03-12T01:15:35.658,3/12/2025 1:15,0.341666667,14.75,24.92,99.55,100,100
2025-03-12T01:15:45.643,3/12/2025 1:15,0.344444444,14.75,24.93,99.54,99.98,100
2025-03-12T01:15:55.629,3/12/2025 1:15,0.347222222,14.76,24.94,99.56,99.99,100
2025-03-12T01:16:05.631,3/12/2025 1:16,0.35,14.76,24.95,99.59,100.03,100
2025-03-12T01:16:15.633,3/12/2025 1:16,0.352777778,14.75,24.96,99.56,99.99,100
2025-03-12T01:16:25.651,3/12/2025 1:16,0.355555556,14.76,24.97,99.57,100,100
2025-03-12T01:16:35.654,3/12/2025 1:16,0.358333333,14.75,24.98,99.57,100,100
2025-03-12T01:16:45.656,3/12/2025 1:16,0.361111111,14.75,24.98,99.6,100.02,100
2025-03-12T01:16:55.674,3/12/2025 1:16,0.363888889,14.76,24.99,99.57,99.99,100
2025-03-12T01:17:05.676,3/12/2025 1:17,0.366666667,14.75,25.01,99.58,100,100
2025-03-12T01:17:15.662,3/12/2025 1:17,0.369444444,14.76,25.02,99.6,100.01,100
2025-03-12T01:17:25.664,3/12/2025 1:17,0.372222222,14.76,25.02,99.6,100.01,100
2025-03-12T01:17:35.672,3/12/2025 1:17,0.375,14.76,25.03,99.6,100.01,100
2025-03-12T01:17:45.700,3/12/2025 1:17,0.377777778,14.76,25.04,99.6,100,100
2025-03-12T01:17:55.671,3/12/2025 1:17,0.380555556,14.76,25.05,99.62,100.02,100
2025-03-12T01:18:05.689,3/12/2025 1:18,0.383333333,14.76,25.06,99.58,99.98,100
2025-03-12T01:18:15.724,3/12/2025 1:18,0.386111111,14.76,25.07,99.61,100.01,100
2025-03-12T01:18:25.693,3/12/2025 1:18,0.388888889,14.76,25.08,99.6,99.99,100
2025-03-12T01:18:35.695,3/12/2025 1:18,0.391666667,14.76,25.09,99.61,100,100
2025-03-12T01:18:45.697,3/12/2025 1:18,0.394444444,14.76,25.1,99.57,99.99,100
2025-03-12T01:18:55.699,3/12/2025 1:18,0.397222222,14.76,25.11,99.61,100,100
2025-03-12T01:19:05.749,3/12/2025 1:19,0.4,14.76,25.12,99.62,100.01,100
2025-03-12T01:19:15.719,3/12/2025 1:19,0.402777778,14.76,25.12,99.61,99.99,100
2025-03-12T01:19:25.737,3/12/2025 1:19,0.405555556,14.76,25.13,99.66,100.03,100
2025-03-12T01:19:35.692,3/12/2025 1:19,0.408333333,14.76,25.14,99.6,99.97,100
2025-03-12T01:19:45.709,3/12/2025 1:19,0.411111111,14.76,25.15,99.62,100.01,100
2025-03-12T01:19:55.696,3/12/2025 1:19,0.413888889,14.76,25.16,99.6,99.99,100
2025-03-12T01:20:05.698,3/12/2025 1:20,0.416666667,14.76,25.17,99.63,99.99,100
2025-03-12T01:20:15.700,3/12/2025 1:20,0.419444445,14.76,25.18,99.63,100,100
2025-03-12T01:20:25.702,3/12/2025 1:20,0.422222222,14.76,25.18,99.65,100.01,100
2025-03-12T01:20:35.704,3/12/2025 1:20,0.425,14.76,25.19,99.65,100,100
2025-03-12T01:20:45.738,3/12/2025 1:20,0.427777778,14.76,25.2,99.63,99.98,100
2025-03-12T01:20:55.708,3/12/2025 1:20,0.430555556,14.76,25.21,99.65,100.01,100
2025-03-12T01:21:05.711,3/12/2025 1:21,0.433333333,14.76,25.22,99.66,100.02,100
2025-03-12T01:21:15.713,3/12/2025 1:21,0.436111111,14.76,25.22,99.67,100.03,100
2025-03-12T01:21:25.731,3/12/2025 1:21,0.438888889,14.76,25.23,99.63,99.99,100
2025-03-12T01:21:35.733,3/12/2025 1:21,0.441666667,14.76,25.23,99.64,100.01,100
2025-03-12T01:21:45.751,3/12/2025 1:21,0.444444444,14.76,25.24,99.61,99.98,100
2025-03-12T01:21:55.722,3/12/2025 1:21,0.447222222,14.76,25.25,99.64,99.99,100
2025-03-12T01:22:05.724,3/12/2025 1:22,0.45,14.76,25.26,99.64,100.01,100
2025-03-12T01:22:15.726,3/12/2025 1:22,0.452777778,14.76,25.27,99.63,100,100
2025-03-12T01:22:25.744,3/12/2025 1:22,0.455555556,14.76,25.27,99.63,99.99,100
2025-03-12T01:22:35.746,3/12/2025 1:22,0.458333333,14.76,25.28,99.62,99.99,100
2025-03-12T01:22:45.748,3/12/2025 1:22,0.461111111,14.76,25.29,99.63,100,100
2025-03-12T01:22:55.750,3/12/2025 1:22,0.463888889,14.76,25.3,99.65,100.01,100
2025-03-12T01:23:05.736,3/12/2025 1:23,0.466666667,14.76,25.31,99.63,99.99,100
2025-03-12T01:23:15.738,3/12/2025 1:23,0.469444445,14.76,25.31,99.63,99.99,100
2025-03-12T01:23:25.724,3/12/2025 1:23,0.472222222,14.76,25.32,99.62,99.97,100
2025-03-12T01:23:35.726,3/12/2025 1:23,0.475,14.76,25.33,99.67,100.02,100
2025-03-12T01:23:45.728,3/12/2025 1:23,0.477777778,14.76,25.33,99.63,99.98,100
2025-03-12T01:23:55.746,3/12/2025 1:23,0.480555556,14.76,25.34,99.69,100.03,100
2025-03-12T01:24:05.716,3/12/2025 1:24,0.483333333,14.76,25.34,99.66,100,100
2025-03-12T01:24:15.719,3/12/2025 1:24,0.486111111,14.76,25.35,99.65,99.99,100
2025-03-12T01:24:25.755,3/12/2025 1:24,0.488888889,14.76,25.36,99.67,100.01,100
2025-03-12T01:24:35.756,3/12/2025 1:24,0.491666667,14.76,25.37,99.67,100.01,100
2025-03-12T01:24:45.773,3/12/2025 1:24,0.494444444,14.76,25.37,99.64,99.98,100
2025-03-12T01:24:55.744,3/12/2025 1:24,0.497222222,14.76,25.38,99.66,99.99,100
2025-03-12T01:25:05.745,3/12/2025 1:25,0.5,14.76,25.38,99.68,100.01,100
2025-03-12T01:25:15.748,3/12/2025 1:25,0.502777778,14.76,25.39,99.67,100,100
2025-03-12T01:25:25.750,3/12/2025 1:25,0.505555556,14.76,25.4,99.71,100.04,100
2025-03-12T01:25:35.752,3/12/2025 1:25,0.508333333,14.76,25.4,99.67,100,100
2025-03-12T01:25:45.754,3/12/2025 1:25,0.511111111,14.76,25.41,99.69,100.01,100
2025-03-12T01:25:55.741,3/12/2025 1:25,0.513888889,14.76,25.41,99.68,100,100
2025-03-12T01:26:05.759,3/12/2025 1:26,0.516666667,14.76,25.42,99.68,100,100
2025-03-12T01:26:15.768,3/12/2025 1:26,0.519444445,14.76,25.42,99.71,100.03,100
2025-03-12T01:26:25.779,3/12/2025 1:26,0.522222222,14.76,25.43,99.67,99.99,100
2025-03-12T01:26:35.781,3/12/2025 1:26,0.525,14.76,25.43,99.7,100.01,100
2025-03-12T01:26:45.769,3/12/2025 1:26,0.527777778,14.76,25.43,99.68,99.99,100
2025-03-12T01:26:55.769,3/12/2025 1:26,0.530555556,14.77,25.44,99.68,100.01,100
2025-03-12T01:27:05.788,3/12/2025 1:27,0.533333333,14.76,25.44,99.68,99.99,100
2025-03-12T01:27:15.758,3/12/2025 1:27,0.536111111,14.77,25.44,99.66,100.01,100
2025-03-12T01:27:25.776,3/12/2025 1:27,0.538888889,14.76,25.45,99.68,99.99,100
2025-03-12T01:27:35.794,3/12/2025 1:27,0.541666667,14.76,25.45,99.65,99.97,100
2025-03-12T01:27:45.796,3/12/2025 1:27,0.544444444,14.77,25.45,99.67,99.99,100
2025-03-12T01:27:55.798,3/12/2025 1:27,0.547222222,14.77,25.45,99.64,99.98,100
2025-03-12T01:28:05.768,3/12/2025 1:28,0.55,14.77,25.46,99.66,100.01,100
2025-03-12T01:28:15.771,3/12/2025 1:28,0.552777778,14.76,25.46,99.71,100.01,100
2025-03-12T01:28:25.789,3/12/2025 1:28,0.555555556,14.76,25.46,99.7,100,100
2025-03-12T01:28:35.791,3/12/2025 1:28,0.558333333,14.77,25.46,99.7,100.03,100
2025-03-12T01:28:45.793,3/12/2025 1:28,0.561111111,14.77,25.47,99.67,100.02,100
2025-03-12T01:28:55.786,3/12/2025 1:28,0.563888889,14.77,25.47,99.68,100.02,100
2025-03-12T01:29:05.781,3/12/2025 1:29,0.566666667,14.77,25.47,99.66,99.97,100
2025-03-12T01:29:15.783,3/12/2025 1:29,0.569444444,14.77,25.48,99.68,100.03,100
2025-03-12T01:29:25.801,3/12/2025 1:29,0.572222222,14.77,25.48,99.63,99.97,100
2025-03-12T01:29:35.789,3/12/2025 1:29,0.575,14.77,25.48,99.62,100.01,100
2025-03-12T01:29:45.805,3/12/2025 1:29,0.577777778,14.77,25.48,99.64,100.02,100
2025-03-12T01:29:55.780,3/12/2025 1:29,0.580555556,14.77,25.49,99.63,99.97,100
2025-03-12T01:30:05.778,3/12/2025 1:30,0.583333333,14.77,25.49,99.65,100.02,100
2025-03-12T01:30:15.796,3/12/2025 1:30,0.586111111,14.77,25.49,99.56,99.89,100
2025-03-12T01:30:25.766,3/12/2025 1:30,0.588888889,14.78,25.5,99.58,100.01,100
2025-03-12T01:30:35.774,3/12/2025 1:30,0.591666667,14.77,25.5,99.63,99.98,100
2025-03-12T01:30:45.754,3/12/2025 1:30,0.594444444,14.77,25.5,99.66,100,100
2025-03-12T01:30:55.772,3/12/2025 1:30,0.597222222,14.77,25.5,99.64,99.97,100
2025-03-12T01:31:05.791,3/12/2025 1:31,0.6,14.78,25.51,99.62,99.99,100
2025-03-12T01:31:15.792,3/12/2025 1:31,0.602777778,14.77,25.51,99.7,100.04,100
2025-03-12T01:31:25.779,3/12/2025 1:31,0.605555555,14.77,25.52,99.63,99.99,100
2025-03-12T01:31:35.781,3/12/2025 1:31,0.608333333,14.78,25.52,99.63,100,100
2025-03-12T01:31:45.784,3/12/2025 1:31,0.611111111,14.77,25.52,99.65,100,100
2025-03-12T01:31:55.801,3/12/2025 1:31,0.613888889,14.78,25.52,99.63,100,100
2025-03-12T01:32:05.787,3/12/2025 1:32,0.616666667,14.77,25.53,99.66,99.98,100
2025-03-12T01:32:15.790,3/12/2025 1:32,0.619444444,14.77,25.53,99.66,100,100
2025-03-12T01:32:25.808,3/12/2025 1:32,0.622222222,14.77,25.53,99.66,100.02,100
2025-03-12T01:32:35.810,3/12/2025 1:32,0.625,14.77,25.54,99.66,100.02,100
2025-03-12T01:32:45.812,3/12/2025 1:32,0.627777778,14.78,25.54,99.63,99.99,100
2025-03-12T01:32:55.846,3/12/2025 1:32,0.630555556,14.78,25.54,99.63,100,100
2025-03-12T01:33:05.832,3/12/2025 1:33,0.633333333,14.78,25.54,99.64,100,100
2025-03-12T01:33:15.850,3/12/2025 1:33,0.636111111,14.77,25.54,99.62,99.98,100
2025-03-12T01:33:25.820,3/12/2025 1:33,0.638888889,14.78,25.54,99.66,100.02,100
2025-03-12T01:33:35.854,3/12/2025 1:33,0.641666667,14.79,25.54,98.78,99.22,100
2025-03-12T01:33:45.857,3/12/2025 1:33,0.644444444,14.78,25.55,99.64,100,100
2025-03-12T01:33:55.827,3/12/2025 1:33,0.647222222,14.77,25.55,99.67,99.98,100
2025-03-12T01:34:05.828,3/12/2025 1:34,0.65,14.77,25.55,99.68,100,100
2025-03-12T01:34:15.830,3/12/2025 1:34,0.652777778,14.77,25.55,99.68,100.02,100
2025-03-12T01:34:25.816,3/12/2025 1:34,0.655555555,14.77,25.56,99.66,100,100
2025-03-12T01:34:35.835,3/12/2025 1:34,0.658333333,14.77,25.56,99.67,100.03,100
2025-03-12T01:34:45.837,3/12/2025 1:34,0.661111111,14.78,25.56,99.62,99.98,100
2025-03-12T01:34:55.839,3/12/2025 1:34,0.663888889,14.77,25.56,99.68,99.99,100
2025-03-12T01:35:05.873,3/12/2025 1:35,0.666666667,14.77,25.56,99.67,100.03,100
2025-03-12T01:35:15.843,3/12/2025 1:35,0.669444444,14.77,25.56,99.63,99.99,100
2025-03-12T01:35:25.846,3/12/2025 1:35,0.672222222,14.78,25.56,99.64,100,100
2025-03-12T01:35:35.851,3/12/2025 1:35,0.675,14.77,25.56,99.62,99.97,100
2025-03-12T01:35:45.898,3/12/2025 1:35,0.677777778,14.78,25.56,99.62,99.98,100
2025-03-12T01:35:55.869,3/12/2025 1:35,0.680555556,14.78,25.56,99.61,100,100
2025-03-12T01:36:05.854,3/12/2025 1:36,0.683333333,14.77,25.57,99.67,100.02,100
2025-03-12T01:36:15.856,3/12/2025 1:36,0.686111111,14.77,25.57,99.61,99.96,100
2025-03-12T01:36:25.858,3/12/2025 1:36,0.688888889,14.77,25.57,99.65,100,100
2025-03-12T01:36:35.861,3/12/2025 1:36,0.691666667,14.78,25.57,99.64,100,100
2025-03-12T01:36:45.894,3/12/2025 1:36,0.694444444,14.78,25.57,99.61,99.99,100
2025-03-12T01:36:55.880,3/12/2025 1:36,0.697222222,14.77,25.57,99.64,100,100
2025-03-12T01:37:05.883,3/12/2025 1:37,0.7,14.78,25.57,99.65,100.01,100
2025-03-12T01:37:15.885,3/12/2025 1:37,0.702777778,14.78,25.57,99.66,100.02,100
2025-03-12T01:37:25.903,3/12/2025 1:37,0.705555556,14.78,25.57,99.61,99.98,100
2025-03-12T01:37:35.873,3/12/2025 1:37,0.708333333,14.78,25.57,99.6,99.99,100
2025-03-12T01:37:45.923,3/12/2025 1:37,0.711111111,14.78,25.57,99.66,100.01,100
2025-03-12T01:37:55.909,3/12/2025 1:37,0.713888889,14.78,25.57,99.64,99.99,100
2025-03-12T01:38:05.912,3/12/2025 1:38,0.716666667,14.78,25.57,99.61,99.98,100
2025-03-12T01:38:15.914,3/12/2025 1:38,0.719444444,14.78,25.57,99.61,100.01,100
2025-03-12T01:38:25.916,3/12/2025 1:38,0.722222222,14.78,25.57,100.49,100.85,100
2025-03-12T01:38:35.918,3/12/2025 1:38,0.725,14.77,25.57,99.65,99.98,100
2025-03-12T01:38:45.952,3/12/2025 1:38,0.727777778,14.78,25.57,99.64,100,100
2025-03-12T01:38:55.922,3/12/2025 1:38,0.730555556,14.77,25.57,99.64,99.98,100
2025-03-12T01:39:05.940,3/12/2025 1:39,0.733333333,14.77,25.57,99.66,100.01,100
2025-03-12T01:39:15.943,3/12/2025 1:39,0.736111111,14.77,25.57,99.65,100.01,100
2025-03-12T01:39:25.945,3/12/2025 1:39,0.738888889,14.78,25.57,99.62,99.99,100
2025-03-12T01:39:35.947,3/12/2025 1:39,0.741666667,14.77,25.57,99.65,99.99,100
2025-03-12T01:39:45.966,3/12/2025 1:39,0.744444444,14.77,25.57,99.67,100.02,100
2025-03-12T01:39:55.951,3/12/2025 1:39,0.747222222,14.77,25.57,99.62,99.97,100
2025-03-12T01:40:05.955,3/12/2025 1:40,0.75,14.77,25.57,99.63,99.99,100
2025-03-12T01:40:15.955,3/12/2025 1:40,0.752777778,14.78,25.57,99.66,100.03,100
2025-03-12T01:40:25.942,3/12/2025 1:40,0.755555556,14.77,25.57,99.64,100,100
2025-03-12T01:40:35.944,3/12/2025 1:40,0.758333333,14.77,25.57,99.65,100.01,100
2025-03-12T01:40:45.946,3/12/2025 1:40,0.761111111,14.77,25.57,99.64,99.99,100
2025-03-12T01:40:55.980,3/12/2025 1:40,0.763888889,14.78,25.57,99.67,100.03,100
2025-03-12T01:41:05.982,3/12/2025 1:41,0.766666667,14.78,25.57,99.6,99.98,100
2025-03-12T01:41:15.968,3/12/2025 1:41,0.769444444,14.78,25.57,99.61,100,100
